SO2,NO2,O3,CO,PM10,PM2.5,total_bad
0.006,0.051,0.013999999999999999,0.5,89.0,22.0,0
0.003,0.036000000000000004,0.035,0.4,41.0,22.0,0
0.003,0.03,0.025,0.4,31.0,18.0,0
0.003,0.018000000000000002,0.033,0.6,57.0,36.0,0
0.004,0.028999999999999998,0.025,0.4,56.0,14.0,0
0.002,0.037000000000000005,0.015,0.3,34.0,18.0,0
0.003,0.044000000000000004,0.002,0.6,29.0,18.0,0
0.005,0.05,0.003,0.8,95.0,66.0,0
0.003,0.023,0.018000000000000002,0.5,19.0,14.0,0
0.005,0.031,0.002,0.5,18.0,4.0,0
0.004,0.018000000000000002,0.02,0.4,29.0,10.0,0
0.004,0.015,0.027999999999999997,0.3,27.0,16.0,0
0.005,0.016,0.027000000000000003,0.4,25.0,16.0,0
0.004,0.069,0.017,0.7,78.0,48.0,0
0.006999999999999999,0.015,0.05,0.5,61.0,35.0,0
0.003,0.016,0.045,0.1,25.0,9.0,0
0.004,0.032,0.01,0.5,14.0,11.0,0
0.004,0.019,0.062,0.5,91.0,28.0,0
0.003,0.008,0.028999999999999998,0.7,39.0,7.0,0
0.004,0.027000000000000003,0.019,0.2,20.0,10.0,0
0.004,0.024,0.042,0.5,21.0,16.0,0
0.004,0.048,0.031,0.6,164.0,40.0,0
0.002,0.013000000000000001,0.032,0.1,46.0,19.0,0
0.005,0.039,0.009000000000000001,0.5,28.0,12.0,0
0.005,0.063,0.012,0.7,48.0,36.0,0
0.005,0.045,0.005,0.6,20.0,15.0,0
0.003,0.027000000000000003,0.027000000000000003,0.4,31.0,17.0,0
0.005,0.034,0.004,0.0,0.0,0.0,0
0.005,0.02,0.037000000000000005,0.6,6.0,7.0,0
0.003,0.033,0.003,0.5,30.0,20.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.003,0.039,0.006999999999999999,0.5,47.0,19.0,0
0.006999999999999999,0.077,0.002,1.0,99.0,65.0,0
0.003,0.008,0.042,0.2,6.0,1.0,0
0.004,0.05,0.003,0.8,32.0,18.0,0
0.003,0.019,0.012,0.4,37.0,24.0,0
0.005,0.027999999999999997,0.015,0.5,23.0,13.0,0
0.003,0.01,0.065,0.2,17.0,8.0,0
0.004,0.026000000000000002,0.024,0.4,24.0,17.0,0
0.005,0.017,0.034,0.4,71.0,31.0,0
0.003,0.011000000000000001,0.019,0.3,9.0,5.0,0
0.005,0.01,0.035,0.2,54.0,14.0,0
0.003,0.027999999999999997,0.006,0.4,26.0,18.0,0
0.004,0.02,0.022000000000000002,0.4,22.0,19.0,0
0.001,0.045,0.002,0.6,39.0,28.0,0
0.003,0.015,0.051,0.4,45.0,32.0,0
0.002,0.004,0.040999999999999995,0.3,13.0,6.0,0
0.005,0.062,0.004,1.1,72.0,25.0,0
0.003,0.02,0.032,0.3,34.0,16.0,0
0.006,0.061,0.011000000000000001,0.7,90.0,16.0,0
0.004,0.03,0.021,0.4,25.0,11.0,0
0.005,0.035,0.02,0.5,41.0,24.0,0
0.005,0.03,0.004,0.9,39.0,19.0,0
0.006,0.023,0.011000000000000001,0.4,9.0,3.0,0
0.004,0.05,0.006999999999999999,0.9,62.0,34.0,0
0.003,0.03,0.019,0.8,81.0,57.0,0
0.008,0.026000000000000002,0.064,0.5,89.0,54.0,0
0.008,0.045,0.013000000000000001,0.6,82.0,20.0,0
0.004,0.013000000000000001,0.035,0.5,41.0,12.0,0
0.004,0.032,0.028999999999999998,0.5,39.0,25.0,0
0.006,0.011000000000000001,0.03,0.3,28.0,14.0,0
0.004,0.059000000000000004,0.003,0.8,36.0,27.0,0
0.004,0.018000000000000002,0.065,0.4,43.0,27.0,0
0.002,0.012,0.033,0.1,19.0,8.0,0
0.003,0.017,0.01,0.2,6.0,4.0,0
0.005,0.01,0.036000000000000004,0.2,8.0,5.0,0
0.006999999999999999,0.075,0.001,0.9,58.0,39.0,0
0.003,0.013999999999999999,0.019,0.2,10.0,6.0,0
0.004,0.016,0.027999999999999997,0.5,19.0,14.0,0
0.009000000000000001,0.022000000000000002,0.054000000000000006,0.3,94.0,57.0,0
0.006999999999999999,0.036000000000000004,0.002,0.3,40.0,13.0,0
0.005,0.022000000000000002,0.057999999999999996,0.2,52.0,24.0,0
0.005,0.009000000000000001,0.045,0.4,81.0,24.0,0
0.005,0.045,0.004,0.6,25.0,16.0,0
0.002,0.044000000000000004,0.022000000000000002,0.6,34.0,22.0,0
0.005,0.021,0.07,0.5,56.0,43.0,0
0.003,0.01,0.06,0.3,27.0,6.0,0
0.003,0.011000000000000001,0.028999999999999998,0.8,34.0,26.0,0
0.006999999999999999,0.032,0.031,0.4,60.0,46.0,0
0.004,0.034,0.01,0.9,38.0,21.0,0
0.003,0.018000000000000002,0.026000000000000002,0.6,43.0,30.0,0
0.002,0.028999999999999998,0.02,0.6,42.0,28.0,0
0.006,0.05,0.002,0.8,52.0,23.0,0
0.004,0.053,0.004,0.7,50.0,31.0,0
0.006,0.015,0.004,0.5,17.0,9.0,0
0.002,0.027999999999999997,0.038,0.4,38.0,29.0,0
0.004,0.053,0.027000000000000003,0.5,94.0,40.0,0
0.002,0.023,0.032,0.5,5.0,4.0,0
0.004,0.035,0.013000000000000001,0.5,57.0,48.0,0
0.006,0.023,0.025,0.3,26.0,20.0,0
0.004,0.015,0.012,0.5,12.0,9.0,0
0.004,0.008,0.023,0.2,13.0,6.0,0
0.005,0.039,0.024,0.5,39.0,10.0,0
0.002,0.0,0.028999999999999998,0.1,33.0,23.0,0
0.003,0.019,0.033,0.1,17.0,12.0,0
0.004,0.044000000000000004,0.019,0.8,116.0,103.0,0
0.005,0.025,0.075,0.7,68.0,28.0,0
0.004,0.042,0.005,0.6,111.0,76.0,0
0.005,0.016,0.063,0.3,26.0,19.0,0
0.006,0.04,0.004,1.0,41.0,21.0,0
0.006999999999999999,0.047,0.028999999999999998,0.7,88.0,54.0,0
0.003,0.024,0.02,0.4,18.0,9.0,0
0.005,0.048,0.002,0.5,43.0,21.0,0
0.005,0.009000000000000001,0.022000000000000002,0.4,14.0,1.0,0
0.004,0.026000000000000002,0.019,0.4,28.0,15.0,0
0.005,0.016,0.027000000000000003,0.3,82.0,16.0,0
0.006,0.02,0.034,0.5,44.0,31.0,0
0.01,0.03,0.054000000000000006,0.4,24.0,11.0,0
0.002,0.009000000000000001,0.045,0.2,25.0,3.0,0
0.01,0.068,0.005,0.9,87.0,68.0,0
0.005,0.037000000000000005,0.009000000000000001,0.5,34.0,20.0,0
0.004,0.01,0.024,0.3,3.0,1.0,0
0.006,0.035,0.018000000000000002,0.6,67.0,23.0,0
0.009000000000000001,0.073,0.003,1.3,117.0,71.0,0
0.005,0.063,0.006,0.9,81.0,60.0,0
0.006999999999999999,0.054000000000000006,0.003,1.0,64.0,47.0,0
0.009000000000000001,0.02,0.084,0.8,95.0,62.0,0
0.006,0.042,0.026000000000000002,0.7,44.0,24.0,0
0.002,0.019,0.031,0.3,19.0,13.0,0
0.004,0.012,0.032,0.3,18.0,11.0,0
0.006,0.03,0.024,0.5,28.0,20.0,0
0.003,0.013000000000000001,0.032,0.4,25.0,22.0,0
0.003,0.01,0.045,0.4,76.0,25.0,0
0.004,0.006,0.036000000000000004,0.2,259.0,45.0,0
0.002,0.011000000000000001,0.042,0.4,42.0,12.0,0
0.006,0.052000000000000005,0.003,0.6,52.0,44.0,0
0.006999999999999999,0.02,0.075,0.5,59.0,26.0,0
0.005,0.069,0.002,0.9,54.0,26.0,0
0.002,0.008,0.036000000000000004,0.2,17.0,6.0,0
0.004,0.01,0.040999999999999995,0.3,19.0,15.0,0
0.006999999999999999,0.044000000000000004,0.006,0.7,32.0,22.0,0
0.005,0.036000000000000004,0.037000000000000005,0.6,97.0,62.0,0
0.005,0.027999999999999997,0.061,0.3,40.0,16.0,0
0.006,0.011000000000000001,0.017,0.4,74.0,18.0,0
0.004,0.025,0.016,0.2,15.0,9.0,0
0.009000000000000001,0.023,0.055,0.4,34.0,11.0,0
0.003,0.018000000000000002,0.049,0.3,32.0,8.0,0
0.005,0.019,0.003,0.3,11.0,4.0,0
0.005,0.022000000000000002,0.05,0.2,53.0,19.0,0
0.006,0.009000000000000001,0.077,0.4,53.0,27.0,0
0.002,0.032,0.033,0.3,26.0,17.0,0
0.006,0.025,0.03,0.3,65.0,36.0,0
0.008,0.02,0.03,0.6,68.0,29.0,0
0.003,0.023,0.024,0.7,40.0,29.0,0
0.002,0.063,0.016,0.5,30.0,28.0,0
0.004,0.02,0.025,0.5,41.0,32.0,0
0.004,0.011000000000000001,0.05,0.3,28.0,8.0,0
0.004,0.012,0.021,0.5,31.0,20.0,0
0.002,0.017,0.016,0.4,34.0,21.0,0
0.004,0.037000000000000005,0.01,0.6,43.0,19.0,0
0.002,0.018000000000000002,0.011000000000000001,0.4,16.0,11.0,0
0.005,0.031,0.013999999999999999,0.4,54.0,34.0,0
0.003,0.034,0.034,0.6,43.0,21.0,0
0.003,0.018000000000000002,0.051,0.3,10.0,5.0,0
0.004,0.052000000000000005,0.003,0.7,40.0,35.0,0
0.006999999999999999,0.037000000000000005,0.013999999999999999,0.6,69.0,41.0,0
0.003,0.013999999999999999,0.025,0.3,9.0,5.0,0
0.005,0.03,0.045,0.4,50.0,21.0,0
0.002,0.016,0.038,0.4,21.0,14.0,0
0.005,0.026000000000000002,0.012,0.5,41.0,23.0,0
0.004,0.027000000000000003,0.019,0.5,50.0,18.0,0
0.006,0.062,0.003,0.8,52.0,27.0,0
0.006,0.035,0.012,0.5,59.0,33.0,0
0.005,0.035,0.019,0.6,50.0,29.0,0
0.003,0.02,0.069,0.3,43.0,32.0,0
0.003,0.034,0.013999999999999999,0.4,23.0,10.0,0
0.002,0.025,0.006999999999999999,0.5,28.0,17.0,0
0.004,0.02,0.037000000000000005,0.4,40.0,21.0,0
0.005,0.011000000000000001,0.047,0.3,24.0,34.0,0
0.004,0.005,0.017,0.2,10.0,6.0,0
0.005,0.048,0.002,0.6,65.0,35.0,0
0.005,0.059000000000000004,0.002,0.9,71.0,39.0,0
0.003,0.013000000000000001,0.033,0.6,32.0,30.0,0
0.006999999999999999,0.017,0.063,0.2,51.0,33.0,0
0.006,0.019,0.035,0.7,116.0,62.0,0
0.003,0.009000000000000001,0.040999999999999995,0.4,32.0,10.0,0
0.004,0.01,0.019,0.4,22.0,22.0,0
0.005,0.038,0.024,0.7,91.0,56.0,0
0.004,0.013999999999999999,0.057,0.4,33.0,17.0,0
0.006,0.013000000000000001,0.10300000000000001,0.3,27.0,24.0,0
0.003,0.017,0.036000000000000004,0.5,34.0,27.0,0
0.004,0.043,0.005,0.7,24.0,14.0,0
0.003,0.01,0.037000000000000005,0.3,7.0,2.0,0
0.002,0.019,0.02,0.4,23.0,14.0,0
0.001,0.026000000000000002,0.005,0.4,0.0,0.0,0
0.005,0.066,0.015,0.9,133.0,91.0,0
0.004,0.013999999999999999,0.02,0.4,35.0,27.0,0
0.003,0.055,0.003,0.6,38.0,25.0,0
0.004,0.018000000000000002,0.055,0.5,29.0,13.0,0
0.002,0.015,0.027000000000000003,0.3,6.0,1.0,0
0.003,0.038,0.009000000000000001,0.4,22.0,13.0,0
0.006999999999999999,0.05,0.016,0.9,148.0,95.0,0
0.003,0.048,0.002,1.0,60.0,35.0,0
0.005,0.012,0.035,0.5,42.0,26.0,0
0.003,0.017,0.049,0.4,47.0,35.0,0
0.005,0.016,0.019,0.6,5.0,3.0,0
0.004,0.026000000000000002,0.018000000000000002,0.4,29.0,15.0,0
0.006,0.046,0.005,0.8,73.0,45.0,0
0.005,0.016,0.026000000000000002,0.2,31.0,12.0,0
0.006,0.018000000000000002,0.018000000000000002,0.4,37.0,18.0,0
0.006,0.039,0.009000000000000001,0.5,47.0,48.0,0
0.005,0.009000000000000001,0.023,0.6,21.0,16.0,0
0.005,0.018000000000000002,0.038,0.4,13.0,12.0,0
0.003,0.033,0.008,0.6,27.0,985.0,0
0.003,0.03,0.012,0.3,11.0,6.0,0
0.003,0.048,0.002,0.9,41.0,28.0,0
0.004,0.027000000000000003,0.054000000000000006,0.4,53.0,42.0,0
0.005,0.026000000000000002,0.008,0.4,27.0,12.0,0
0.005,0.02,0.063,0.5,75.0,56.0,0
0.005,0.013000000000000001,0.022000000000000002,0.3,19.0,19.0,0
0.004,0.013999999999999999,0.027000000000000003,0.4,19.0,16.0,0
0.004,0.025,0.023,0.6,52.0,43.0,0
0.003,0.03,0.008,0.6,25.0,16.0,0
0.002,0.019,0.027000000000000003,0.3,7.0,4.0,0
0.008,0.057,0.01,0.5,43.0,16.0,0
0.005,0.04,0.002,0.7,86.0,35.0,0
0.006,0.052000000000000005,0.004,0.6,36.0,19.0,0
0.004,0.038,0.028999999999999998,1.0,77.0,74.0,0
0.005,0.048,0.001,0.5,51.0,23.0,0
0.004,0.013000000000000001,0.055999999999999994,0.6,19.0,12.0,0
0.003,0.027000000000000003,0.016,0.3,15.0,11.0,0
0.003,0.024,0.015,0.4,25.0,13.0,0
0.004,0.044000000000000004,0.003,0.7,79.0,52.0,0
0.006999999999999999,0.027000000000000003,0.022000000000000002,0.5,47.0,22.0,0
0.002,0.027000000000000003,0.017,0.5,36.0,16.0,0
0.006,0.01,0.036000000000000004,0.2,29.0,12.0,0
0.005,0.036000000000000004,0.005,0.6,33.0,22.0,0
0.004,0.009000000000000001,0.036000000000000004,0.2,38.0,43.0,0
0.003,0.026000000000000002,0.052000000000000005,0.4,31.0,24.0,0
0.004,0.019,0.011000000000000001,0.4,18.0,12.0,0
0.005,0.024,0.027999999999999997,0.5,50.0,30.0,0
0.003,0.02,0.023,0.3,61.0,21.0,0
0.004,0.01,0.024,0.3,28.0,15.0,0
0.004,0.037000000000000005,0.013000000000000001,0.3,21.0,12.0,0
0.004,0.028999999999999998,0.002,0.5,38.0,27.0,0
0.004,0.027999999999999997,0.006999999999999999,0.3,28.0,7.0,0
0.004,0.023,0.009000000000000001,0.5,40.0,22.0,0
0.005,0.051,0.003,1.0,78.0,55.0,0
0.004,0.057,0.003,1.1,32.0,18.0,0
0.003,0.03,0.027000000000000003,0.5,10.0,5.0,0
0.004,0.018000000000000002,0.051,0.3,47.0,35.0,0
0.006,0.022000000000000002,0.016,0.5,24.0,12.0,0
0.003,0.01,0.021,0.3,14.0,3.0,0
0.003,0.045,0.001,0.7,30.0,20.0,0
0.005,0.013999999999999999,0.032,0.3,8.0,1.0,0
0.006,0.012,0.02,0.5,29.0,15.0,0
0.002,0.02,0.005,0.4,9.0,8.0,0
0.004,0.017,0.037000000000000005,0.5,61.0,48.0,0
0.004,0.009000000000000001,0.033,0.4,37.0,28.0,0
0.005,0.015,0.028999999999999998,0.4,32.0,11.0,0
0.004,0.013000000000000001,0.019,0.4,38.0,18.0,0
0.003,0.018000000000000002,0.059000000000000004,0.3,29.0,13.0,0
0.006,0.024,0.023,0.4,24.0,14.0,0
0.003,0.025,0.035,0.3,16.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.002,0.018000000000000002,0.03,0.7,41.0,9.0,0
0.005,0.052000000000000005,0.005,0.7,45.0,32.0,0
0.003,0.045,0.013999999999999999,0.6,45.0,38.0,0
0.006,0.033,0.053,0.9,96.0,69.0,0
0.003,0.016,0.033,0.2,15.0,3.0,0
0.004,0.032,0.017,0.5,47.0,16.0,0
0.003,0.028999999999999998,0.047,0.3,37.0,25.0,0
0.003,0.043,0.002,0.6,23.0,16.0,0
0.006,0.015,0.039,0.4,69.0,29.0,0
0.005,0.027000000000000003,0.038,0.4,32.0,18.0,0
0.004,0.02,0.009000000000000001,0.6,34.0,17.0,0
0.004,0.038,0.005,0.8,54.0,22.0,0
0.006999999999999999,0.043,0.006,0.7,47.0,25.0,0
0.002,0.018000000000000002,0.028999999999999998,0.3,18.0,11.0,0
0.003,0.013999999999999999,0.015,0.5,18.0,7.0,0
0.005,0.044000000000000004,0.006999999999999999,0.9,57.0,24.0,0
0.005,0.08,0.006,0.7,122.0,65.0,0
0.002,0.013999999999999999,0.038,0.3,18.0,13.0,0
0.009000000000000001,0.022000000000000002,0.035,0.6,82.0,25.0,0
0.004,0.024,0.062,0.4,66.0,27.0,0
0.008,0.043,0.005,0.6,67.0,54.0,0
0.004,0.01,0.023,0.3,75.0,7.0,0
0.005,0.057999999999999996,0.002,1.1,62.0,47.0,0
0.003,0.038,0.022000000000000002,0.5,28.0,17.0,0
0.004,0.078,0.006999999999999999,0.7,49.0,46.0,0
0.005,0.040999999999999995,0.016,0.8,21.0,15.0,0
0.002,0.004,0.019,0.2,6.0,3.0,0
0.005,0.017,0.033,0.4,122.0,59.0,0
0.003,0.01,0.034,0.2,29.0,17.0,0
0.005,0.015,0.037000000000000005,0.3,15.0,13.0,0
0.004,0.040999999999999995,0.015,0.5,57.0,23.0,0
0.005,0.022000000000000002,0.051,0.4,94.0,10.0,0
0.004,0.025,0.02,0.5,23.0,16.0,0
0.004,0.011000000000000001,0.039,0.4,34.0,32.0,0
0.004,0.027999999999999997,0.018000000000000002,0.3,67.0,22.0,0
0.005,0.024,0.028999999999999998,0.5,10.0,8.0,0
0.006,0.033,0.022000000000000002,0.4,34.0,24.0,0
0.004,0.022000000000000002,0.015,0.2,6.0,1.0,0
0.003,0.026000000000000002,0.03,0.4,32.0,8.0,0
0.003,0.024,0.02,0.6,30.0,19.0,0
0.004,0.024,0.038,0.3,51.0,7.0,0
0.003,0.044000000000000004,0.044000000000000004,0.5,40.0,19.0,0
0.006999999999999999,0.02,0.026000000000000002,0.4,38.0,12.0,0
0.004,0.008,0.027999999999999997,0.6,19.0,4.0,0
0.009000000000000001,0.040999999999999995,0.002,1.3,30.0,13.0,0
0.003,0.025,0.039,0.6,28.0,18.0,0
0.002,0.027999999999999997,0.027999999999999997,0.5,40.0,23.0,0
0.003,0.009000000000000001,0.016,0.3,12.0,9.0,0
0.005,0.026000000000000002,0.016,0.4,63.0,16.0,0
0.004,0.04,0.042,0.5,93.0,37.0,0
0.006,0.019,0.002,0.4,28.0,13.0,0
0.004,0.054000000000000006,0.046,0.9,98.0,45.0,0
0.005,0.018000000000000002,0.015,0.3,16.0,8.0,0
0.004,0.021,0.004,0.3,33.0,24.0,0
0.006,0.055999999999999994,0.013000000000000001,0.7,64.0,37.0,0
0.005,0.039,0.005,0.4,0.0,0.0,0
0.003,0.02,0.092,0.4,64.0,28.0,0
0.006,0.018000000000000002,0.032,0.5,44.0,37.0,0
0.002,0.018000000000000002,0.023,0.3,24.0,8.0,0
0.004,0.036000000000000004,0.009000000000000001,0.6,33.0,14.0,0
0.003,0.021,0.027999999999999997,0.2,14.0,9.0,0
0.003,0.027999999999999997,0.01,0.6,56.0,18.0,0
0.004,0.055,0.003,1.5,36.0,12.0,0
0.004,0.018000000000000002,0.044000000000000004,0.5,30.0,13.0,0
0.002,0.006,0.045,0.3,8.0,3.0,0
0.006,0.012,0.03,0.4,21.0,9.0,0
0.003,0.01,0.026000000000000002,0.4,36.0,16.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.004,0.038,0.002,0.5,118.0,98.0,0
0.005,0.059000000000000004,0.002,0.7,72.0,36.0,0
0.004,0.013999999999999999,0.021,0.4,21.0,9.0,0
0.006,0.035,0.002,0.7,7.0,6.0,0
0.008,0.018000000000000002,0.015,0.3,35.0,24.0,0
0.003,0.02,0.011000000000000001,0.6,37.0,22.0,0
0.004,0.017,0.051,0.3,48.0,12.0,0
0.003,0.013999999999999999,0.042,0.3,25.0,23.0,0
0.006,0.021,0.033,0.5,57.0,28.0,0
0.008,0.033,0.109,0.6,73.0,40.0,0
0.004,0.022000000000000002,0.048,0.4,35.0,18.0,0
0.004,0.012,0.03,0.4,35.0,20.0,0
0.005,0.044000000000000004,0.009000000000000001,0.4,22.0,14.0,0
0.003,0.008,0.046,0.3,3.0,7.0,0
0.004,0.03,0.009000000000000001,0.6,28.0,14.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.005,0.023,0.036000000000000004,0.3,28.0,17.0,0
0.003,0.028999999999999998,0.016,0.6,48.0,24.0,0
0.005,0.025,0.033,0.4,35.0,20.0,0
0.006,0.051,0.004,0.7,50.0,49.0,0
0.003,0.05,0.002,0.7,38.0,27.0,0
0.006,0.012,0.034,0.5,61.0,34.0,0
0.003,0.028999999999999998,0.003,0.9,28.0,13.0,0
0.004,0.013999999999999999,0.032,0.5,63.0,24.0,0
0.005,0.044000000000000004,0.002,0.9,98.0,58.0,0
0.005,0.064,0.002,1.3,43.0,29.0,0
0.006,0.009000000000000001,0.033,0.3,58.0,12.0,0
0.003,0.040999999999999995,0.002,0.8,25.0,15.0,0
0.004,0.05,0.004,0.8,56.0,36.0,0
0.005,0.027999999999999997,0.009000000000000001,0.4,45.0,29.0,0
0.006999999999999999,0.031,0.003,0.5,27.0,25.0,0
0.004,0.026000000000000002,0.02,0.4,19.0,13.0,0
0.004,0.017,0.059000000000000004,0.3,93.0,17.0,0
0.002,0.023,0.043,0.4,38.0,29.0,0
0.005,0.039,0.036000000000000004,0.6,56.0,37.0,0
0.005,0.012,0.022000000000000002,0.4,37.0,30.0,0
0.003,0.044000000000000004,0.01,0.5,49.0,14.0,0
0.006,0.018000000000000002,0.026000000000000002,0.5,52.0,29.0,0
0.003,0.022000000000000002,0.027999999999999997,0.3,31.0,29.0,0
0.006,0.011000000000000001,0.043,0.2,19.0,17.0,0
0.004,0.04,0.006,0.6,25.0,12.0,0
0.003,0.039,0.002,0.6,23.0,19.0,0
0.002,0.012,0.021,0.2,16.0,6.0,0
0.002,0.019,0.031,0.4,51.0,33.0,0
0.005,0.012,0.04,0.5,40.0,30.0,0
0.003,0.012,0.047,0.7,12.0,6.0,0
0.005,0.034,0.013999999999999999,0.5,35.0,19.0,0
0.003,0.032,0.004,0.5,30.0,22.0,0
0.006,0.042,0.027999999999999997,0.6,47.0,29.0,0
0.006999999999999999,0.035,0.023,0.5,46.0,39.0,0
0.003,0.026000000000000002,0.004,0.7,30.0,16.0,0
0.002,0.017,0.023,0.4,23.0,16.0,0
0.003,0.008,0.031,0.1,25.0,2.0,0
0.005,0.053,0.002,0.6,60.0,41.0,0
0.003,0.013000000000000001,0.026000000000000002,0.8,46.0,24.0,0
0.003,0.018000000000000002,0.025,0.3,106.0,31.0,0
0.002,0.043,0.012,0.4,21.0,11.0,0
0.005,0.047,0.004,3.9,40.0,24.0,0
0.003,0.055999999999999994,0.002,0.9,41.0,18.0,0
0.003,0.061,0.001,0.9,29.0,15.0,0
0.002,0.021,0.023,0.4,24.0,15.0,0
0.004,0.031,0.011000000000000001,0.5,10.0,11.0,0
0.006999999999999999,0.031,0.027000000000000003,0.7,62.0,54.0,0
0.002,0.013999999999999999,0.039,0.3,14.0,6.0,0
0.006,0.025,0.031,0.6,66.0,35.0,0
0.005,0.039,0.006999999999999999,0.7,18.0,8.0,0
0.003,0.022000000000000002,0.028999999999999998,0.3,25.0,6.0,0
0.003,0.015,0.033,0.4,55.0,17.0,0
0.005,0.034,0.019,0.5,66.0,16.0,0
0.006,0.04,0.002,1.1,51.0,49.0,0
0.004,0.015,0.013000000000000001,0.4,6.0,1.0,0
0.005,0.02,0.03,0.5,60.0,31.0,0
0.005,0.047,0.02,0.7,72.0,59.0,0
0.004,0.028999999999999998,0.016,0.4,15.0,14.0,0
0.006,0.048,0.059000000000000004,0.5,80.0,42.0,0
0.003,0.024,0.021,0.6,46.0,26.0,0
0.005,0.042,0.08199999999999999,0.5,33.0,18.0,0
0.003,0.033,0.006999999999999999,0.7,26.0,16.0,0
0.005,0.04,0.025,0.8,98.0,73.0,0
0.005,0.011000000000000001,0.02,0.3,15.0,11.0,0
0.004,0.042,0.004,0.6,34.0,22.0,0
0.003,0.016,0.046,0.3,19.0,8.0,0
0.003,0.011000000000000001,0.016,0.5,13.0,6.0,0
0.004,0.03,0.01,0.4,31.0,-1.0,0
0.002,0.021,0.002,0.3,32.0,17.0,0
0.004,0.012,0.053,0.4,33.0,25.0,0
0.005,0.017,0.075,0.3,34.0,28.0,0
0.004,0.013999999999999999,0.025,0.2,11.0,3.0,0
0.004,0.022000000000000002,0.011000000000000001,0.3,5.0,3.0,0
0.005,0.033,0.026000000000000002,0.3,41.0,21.0,0
0.005,0.037000000000000005,0.002,0.7,45.0,16.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.003,0.012,0.035,0.4,45.0,33.0,0
0.006999999999999999,0.013999999999999999,0.016,0.7,58.0,48.0,0
0.003,0.011000000000000001,0.024,0.2,5.0,1.0,0
0.004,0.023,0.055,0.3,40.0,23.0,0
0.002,0.036000000000000004,0.017,0.6,49.0,50.0,0
0.004,0.049,0.039,0.4,101.0,68.0,0
0.004,0.021,0.008,0.4,15.0,9.0,0
0.006999999999999999,0.02,0.017,0.5,15.0,12.0,0
0.004,0.01,0.05,0.5,31.0,17.0,0
0.005,0.017,0.017,0.3,29.0,18.0,0
0.009000000000000001,0.028999999999999998,0.047,0.4,19.0,12.0,0
0.005,0.023,0.019,0.4,19.0,3.0,0
0.003,0.015,0.03,0.3,15.0,12.0,0
0.003,0.024,0.02,0.4,54.0,22.0,0
0.003,0.03,0.008,0.5,25.0,18.0,0
0.005,0.02,0.046,0.3,26.0,14.0,0
0.003,0.009000000000000001,0.053,0.4,22.0,19.0,0
0.005,0.04,0.079,0.5,97.0,38.0,0
0.003,0.024,0.003,0.9,38.0,18.0,0
0.002,0.011000000000000001,0.03,0.3,41.0,8.0,0
0.005,0.028999999999999998,0.07200000000000001,0.4,96.0,26.0,0
0.006999999999999999,0.027000000000000003,0.038,0.5,57.0,37.0,0
0.005,0.066,0.004,1.5,84.0,68.0,0
0.004,0.039,0.01,0.6,47.0,23.0,0
0.004,0.023,0.037000000000000005,0.8,111.0,77.0,0
0.003,0.016,0.071,0.7,44.0,34.0,0
0.004,0.015,0.061,0.3,30.0,24.0,0
0.003,0.008,0.033,0.4,20.0,6.0,0
0.005,0.035,0.033,0.6,57.0,46.0,0
0.004,0.019,0.028999999999999998,0.3,19.0,11.0,0
0.004,0.025,0.001,0.3,31.0,13.0,0
0.003,0.013000000000000001,0.044000000000000004,0.3,46.0,10.0,0
0.004,0.018000000000000002,0.044000000000000004,0.2,28.0,8.0,0
0.005,0.012,0.013000000000000001,0.2,18.0,11.0,0
0.003,0.047,0.006,0.5,20.0,11.0,0
0.004,0.069,0.002,1.0,50.0,32.0,0
0.003,0.021,0.03,0.2,18.0,4.0,0
0.005,0.019,0.016,0.5,26.0,22.0,0
0.005,0.057,0.004,1.0,34.0,18.0,0
0.006999999999999999,0.045,0.06,0.5,74.0,49.0,0
0.006999999999999999,0.042,0.002,0.6,48.0,35.0,0
0.005,0.035,0.036000000000000004,0.6,48.0,33.0,0
0.005,0.027000000000000003,0.002,0.3,21.0,22.0,0
0.003,0.016,0.036000000000000004,0.4,28.0,13.0,0
0.003,0.027000000000000003,0.038,0.4,28.0,23.0,0
0.005,0.011000000000000001,0.017,0.3,10.0,1.0,0
0.004,0.021,0.003,0.8,60.0,40.0,0
0.004,0.017,0.046,0.4,22.0,10.0,0
0.004,0.017,0.049,0.4,23.0,9.0,0
0.004,0.033,0.033,0.4,33.0,21.0,0
0.003,0.034,0.016,0.5,39.0,8.0,0
0.003,0.006999999999999999,0.027999999999999997,0.4,5.0,3.0,0
0.003,0.012,0.027000000000000003,0.3,10.0,7.0,0
0.004,0.017,0.064,0.3,36.0,19.0,0
0.005,0.025,0.063,0.5,58.0,28.0,0
0.003,0.027000000000000003,0.075,0.4,61.0,33.0,0
0.008,0.023,0.073,0.5,43.0,34.0,0
0.003,0.023,0.019,0.4,21.0,16.0,0
0.005,0.025,0.083,0.4,50.0,42.0,0
0.005,0.013000000000000001,0.06,0.4,44.0,14.0,0
