SO2,NO2,O3,CO,PM10,PM2.5,total_bad
0.004,0.021,0.057,0.5,170.0,47.0,0
0.005,0.049,0.003,0.7,65.0,52.0,0
0.003,0.019,0.009000000000000001,0.5,13.0,6.0,0
0.006,0.024,0.04,0.4,87.0,12.0,0
0.002,0.017,0.006999999999999999,0.3,7.0,6.0,0
0.004,0.055,0.004,0.9,56.0,40.0,0
0.003,0.013000000000000001,0.054000000000000006,0.3,34.0,20.0,0
0.003,0.009000000000000001,0.019,0.4,16.0,12.0,0
0.005,0.062,0.006,0.9,58.0,51.0,0
0.005,0.02,0.027000000000000003,0.3,49.0,13.0,0
0.006,0.021,0.021,0.4,23.0,15.0,0
0.004,0.031,0.022000000000000002,0.4,27.0,16.0,0
0.004,0.028999999999999998,0.017,0.4,29.0,17.0,0
0.005,0.023,0.077,0.7,60.0,42.0,0
0.004,0.042,0.032,0.5,59.0,40.0,0
0.004,0.023,0.01,0.6,46.0,30.0,0
0.005,0.018000000000000002,0.051,0.5,55.0,45.0,0
0.005,0.015,0.032,0.6,37.0,25.0,0
0.004,0.049,0.002,0.8,59.0,31.0,0
0.005,0.015,0.019,0.5,22.0,12.0,0
0.004,0.016,0.035,0.5,82.0,33.0,0
0.003,0.02,0.038,0.3,34.0,31.0,0
0.003,0.025,0.01,0.3,24.0,19.0,0
0.009000000000000001,0.053,0.006999999999999999,0.7,141.0,108.0,0
0.004,0.045,0.009000000000000001,0.7,47.0,20.0,0
0.002,0.019,0.026000000000000002,0.5,16.0,6.0,0
0.004,0.061,0.008,0.8,41.0,34.0,0
0.003,0.013999999999999999,0.004,0.5,32.0,22.0,0
0.003,0.016,0.053,0.3,19.0,13.0,0
0.002,0.013999999999999999,0.040999999999999995,0.5,39.0,31.0,0
0.005,0.047,0.003,0.7,54.0,35.0,0
0.004,0.013000000000000001,0.016,0.3,12.0,8.0,0
0.004,0.035,0.013000000000000001,0.8,39.0,24.0,0
0.003,0.033,0.011000000000000001,0.4,41.0,30.0,0
0.003,0.013000000000000001,0.040999999999999995,0.4,10.0,6.0,0
0.005,0.013999999999999999,0.038,0.7,25.0,20.0,0
0.006,0.044000000000000004,0.031,0.6,80.0,42.0,0
0.005,0.03,0.021,0.4,52.0,30.0,0
0.008,0.038,0.042,0.5,40.0,18.0,0
0.018000000000000002,0.037000000000000005,0.008,1.4,39.0,25.0,0
0.003,0.035,0.021,0.6,17.0,13.0,0
0.004,0.045,0.052000000000000005,0.5,52.0,32.0,0
0.004,0.02,0.027000000000000003,0.7,42.0,20.0,0
0.005,0.021,0.015,0.3,24.0,9.0,0
0.006,0.045,0.002,0.8,37.0,22.0,0
0.006,0.036000000000000004,0.013999999999999999,0.6,69.0,45.0,0
0.004,0.04,0.006,0.5,24.0,15.0,0
0.004,0.027999999999999997,0.003,0.9,75.0,30.0,0
0.002,0.028999999999999998,0.019,0.5,32.0,17.0,0
0.005,0.026000000000000002,0.01,0.6,32.0,21.0,0
0.005,0.057,0.003,0.9,67.0,41.0,0
0.004,0.024,0.040999999999999995,0.4,37.0,14.0,0
0.002,0.031,0.006999999999999999,0.6,35.0,22.0,0
0.003,0.032,0.024,0.3,18.0,8.0,0
0.006,0.031,0.032,0.6,79.0,58.0,0
0.003,0.013999999999999999,0.005,0.6,14.0,1.0,0
0.002,0.01,0.021,0.3,22.0,16.0,0
0.005,0.027999999999999997,0.09,0.5,92.0,31.0,0
0.006,0.027000000000000003,0.042,0.4,87.0,45.0,0
0.006,0.032,0.027999999999999997,0.6,49.0,24.0,0
0.003,0.018000000000000002,0.015,0.3,17.0,6.0,0
0.004,0.027999999999999997,0.044000000000000004,0.7,36.0,27.0,0
0.004,0.011000000000000001,0.024,0.3,27.0,17.0,0
0.006,0.066,0.003,0.7,43.0,29.0,0
0.001,0.019,0.009000000000000001,0.3,0.0,0.0,0
0.006999999999999999,0.073,0.002,0.9,55.0,22.0,0
0.006,0.040999999999999995,0.017,0.7,108.0,57.0,0
0.006,0.055,0.006999999999999999,0.6,40.0,41.0,0
0.006,0.049,0.01,0.9,96.0,38.0,0
0.004,0.031,0.025,0.6,37.0,17.0,0
0.002,0.022000000000000002,0.016,0.4,6.0,1.0,0
0.005,0.032,0.022000000000000002,0.3,29.0,13.0,0
0.003,0.027000000000000003,0.012,0.6,24.0,15.0,0
0.005,0.03,0.040999999999999995,0.5,41.0,35.0,0
0.004,0.026000000000000002,0.047,0.4,28.0,13.0,0
0.002,0.015,0.016,0.6,17.0,9.0,0
0.004,0.022000000000000002,0.033,0.6,72.0,26.0,0
0.006,0.036000000000000004,0.005,0.4,39.0,23.0,0
0.003,0.018000000000000002,0.05,0.5,23.0,14.0,0
0.004,0.035,0.002,0.5,47.0,37.0,0
0.003,0.016,0.017,0.3,18.0,6.0,0
0.005,0.035,0.006999999999999999,0.6,38.0,19.0,0
0.004,0.03,0.046,0.7,79.0,64.0,0
0.006,0.037000000000000005,0.033,0.4,76.0,31.0,0
0.004,0.025,0.037000000000000005,0.4,26.0,11.0,0
0.005,0.02,0.025,0.4,62.0,44.0,0
0.004,0.018000000000000002,0.017,0.5,24.0,25.0,0
0.002,0.018000000000000002,0.049,0.5,38.0,33.0,0
0.004,0.005,0.03,0.2,6.0,3.0,0
0.005,0.023,0.051,0.7,46.0,19.0,0
0.003,0.045,0.027000000000000003,0.8,57.0,40.0,0
0.003,0.040999999999999995,0.005,0.4,18.0,11.0,0
0.004,0.025,0.006999999999999999,0.3,42.0,23.0,0
0.004,0.023,0.013999999999999999,0.2,24.0,12.0,0
0.002,0.015,0.019,0.4,11.0,7.0,0
0.002,0.01,0.035,0.3,13.0,5.0,0
0.004,0.05,0.002,0.8,43.0,23.0,0
0.006,0.059000000000000004,0.002,0.9,73.0,50.0,0
0.008,0.071,0.003,0.5,59.0,55.0,0
0.004,0.026000000000000002,0.077,0.5,66.0,34.0,0
0.008,0.006999999999999999,0.063,0.2,22.0,11.0,0
0.002,0.019,0.03,0.2,35.0,16.0,0
0.006,0.023,0.006,0.4,29.0,21.0,0
0.003,0.013000000000000001,0.037000000000000005,0.3,44.0,11.0,0
0.003,0.024,0.034,0.4,28.0,15.0,0
0.005,0.032,0.033,0.4,32.0,17.0,0
0.004,0.026000000000000002,0.03,0.3,32.0,28.0,0
0.008,0.055999999999999994,0.004,0.9,136.0,92.0,0
0.004,0.015,0.032,0.6,44.0,14.0,0
0.003,0.013999999999999999,0.019,0.6,49.0,24.0,0
0.01,0.018000000000000002,0.022000000000000002,0.5,74.0,18.0,0
0.004,0.037000000000000005,0.01,0.3,41.0,30.0,0
0.004,0.034,0.015,0.5,55.0,26.0,0
0.003,0.037000000000000005,0.003,0.7,42.0,36.0,0
0.005,0.043,0.008,0.8,66.0,36.0,0
0.004,0.03,0.022000000000000002,0.4,26.0,18.0,0
0.003,0.024,0.002,0.3,23.0,13.0,0
0.003,0.03,0.02,0.5,28.0,22.0,0
0.004,0.01,0.032,0.4,23.0,7.0,0
0.003,0.024,0.049,0.3,24.0,12.0,0
0.10099999999999999,0.009000000000000001,0.026000000000000002,4.4,24.0,15.0,0
0.005,0.049,0.002,0.5,35.0,17.0,0
0.006999999999999999,0.040999999999999995,0.052000000000000005,0.3,54.0,29.0,0
0.003,0.02,0.022000000000000002,0.5,24.0,12.0,0
0.003,0.025,0.026000000000000002,0.4,65.0,50.0,0
0.002,0.025,0.023,0.4,25.0,15.0,0
0.006999999999999999,0.019,0.028999999999999998,0.4,28.0,9.0,0
0.003,0.021,0.006999999999999999,0.3,49.0,29.0,0
0.008,0.036000000000000004,0.03,0.7,71.0,32.0,0
0.004,0.033,0.009000000000000001,0.6,46.0,29.0,0
0.005,0.013000000000000001,0.027999999999999997,0.3,42.0,16.0,0
0.004,0.013000000000000001,0.028999999999999998,0.3,41.0,30.0,0
0.003,0.022000000000000002,0.015,0.5,29.0,21.0,0
0.003,0.017,0.055,0.4,30.0,17.0,0
0.003,0.048,0.002,1.8,49.0,21.0,0
0.003,0.012,0.03,0.3,7.0,7.0,0
0.006,0.040999999999999995,0.011000000000000001,0.7,124.0,63.0,0
0.004,0.024,0.011000000000000001,0.4,30.0,17.0,0
0.005,0.012,0.044000000000000004,0.5,232.0,36.0,0
0.006,0.055999999999999994,0.002,1.4,116.0,66.0,0
0.006,0.016,0.036000000000000004,0.4,47.0,20.0,0
0.002,0.031,0.046,0.5,37.0,19.0,0
0.004,0.039,0.009000000000000001,0.5,27.0,16.0,0
0.003,0.01,0.083,0.2,37.0,21.0,0
0.002,0.027999999999999997,0.002,0.4,11.0,8.0,0
0.005,0.011000000000000001,0.037000000000000005,0.3,44.0,13.0,0
0.003,0.033,0.043,0.6,50.0,25.0,0
0.005,0.032,0.039,0.5,54.0,38.0,0
0.003,0.005,0.018000000000000002,0.3,9.0,11.0,0
0.006999999999999999,0.024,0.01,1.4,62.0,40.0,0
0.003,0.021,0.024,0.4,49.0,37.0,0
0.003,0.013000000000000001,0.032,0.4,25.0,19.0,0
0.003,0.019,0.038,0.4,26.0,21.0,0
0.004,0.008,0.019,0.2,23.0,12.0,0
0.003,0.005,0.04,0.3,16.0,15.0,0
0.002,0.008,0.015,0.5,10.0,7.0,0
0.004,0.013000000000000001,0.08199999999999999,0.3,85.0,21.0,0
0.005,0.027999999999999997,0.024,0.7,56.0,29.0,0
0.005,0.04,0.009000000000000001,0.6,36.0,26.0,0
0.004,0.034,0.055999999999999994,0.4,44.0,24.0,0
0.004,0.013999999999999999,0.018000000000000002,0.3,5.0,9.0,0
0.013999999999999999,0.048,0.021,0.7,73.0,50.0,0
0.003,0.034,0.008,0.5,30.0,29.0,0
0.005,0.032,0.035,0.4,91.0,25.0,0
0.002,0.03,0.012,0.3,6.0,3.0,0
0.004,0.035,0.006999999999999999,0.6,27.0,16.0,0
0.006,0.033,0.03,0.3,62.0,36.0,0
0.003,0.032,0.019,0.6,59.0,37.0,0
0.005,0.057999999999999996,0.016,1.1,86.0,48.0,0
0.002,0.013000000000000001,0.043,0.3,32.0,12.0,0
0.003,0.04,0.013999999999999999,0.5,27.0,15.0,0
0.004,0.031,0.013999999999999999,0.3,8.0,5.0,0
0.005,0.018000000000000002,0.044000000000000004,0.4,69.0,21.0,0
0.004,0.04,0.023,0.4,19.0,11.0,0
0.009000000000000001,0.057,0.003,0.8,88.0,60.0,0
0.005,0.026000000000000002,0.016,0.4,66.0,11.0,0
0.005,0.023,0.022000000000000002,0.5,35.0,26.0,0
0.003,0.019,0.028999999999999998,0.4,29.0,30.0,0
0.004,0.025,0.027999999999999997,1.0,44.0,39.0,0
0.005,0.027999999999999997,0.008,0.5,20.0,14.0,0
0.002,0.006,0.03,0.3,158.0,30.0,0
0.004,0.013999999999999999,0.013000000000000001,0.2,7.0,6.0,0
0.006,0.044000000000000004,0.004,0.6,37.0,31.0,0
0.004,0.051,0.016,0.5,35.0,25.0,0
0.004,0.055,0.019,0.6,58.0,43.0,0
0.006,0.044000000000000004,0.011000000000000001,0.8,50.0,30.0,0
0.005,0.055,0.022000000000000002,0.8,73.0,48.0,0
0.003,0.022000000000000002,0.011000000000000001,0.5,21.0,5.0,0
0.003,0.027999999999999997,0.006999999999999999,0.4,29.0,26.0,0
0.003,0.047,0.002,0.8,57.0,69.0,0
0.004,0.049,0.002,0.8,90.0,70.0,0
0.005,0.015,0.003,0.4,15.0,8.0,0
0.005,0.011000000000000001,0.045,0.3,51.0,6.0,0
0.004,0.013999999999999999,0.025,0.3,58.0,44.0,0
0.006999999999999999,0.024,0.009000000000000001,0.6,25.0,30.0,0
0.002,0.031,0.021,0.6,18.0,32.0,0
0.002,0.011000000000000001,0.019,0.4,15.0,7.0,0
0.006,0.071,0.008,0.8,59.0,25.0,0
0.004,0.013000000000000001,0.028999999999999998,0.3,21.0,8.0,0
0.004,0.038,0.002,0.1,6.0,3.0,0
0.006,0.011000000000000001,0.019,0.4,24.0,17.0,0
0.006999999999999999,0.046,0.002,0.6,31.0,17.0,0
0.004,0.031,0.023,0.5,86.0,19.0,0
0.003,0.027999999999999997,0.01,0.8,26.0,16.0,0
0.006,0.033,0.045,0.5,139.0,30.0,0
0.003,0.017,0.006,0.3,15.0,9.0,0
0.006,0.018000000000000002,0.040999999999999995,0.4,34.0,34.0,0
0.004,0.034,0.040999999999999995,0.5,68.0,28.0,0
0.005,0.032,0.035,0.4,32.0,15.0,0
0.006,0.033,0.017,0.5,33.0,17.0,0
0.004,0.044000000000000004,0.003,0.6,74.0,34.0,0
0.003,0.018000000000000002,0.015,0.3,13.0,6.0,0
0.004,0.027000000000000003,0.008,0.4,45.0,36.0,0
0.003,0.011000000000000001,0.076,0.5,20.0,20.0,0
0.004,0.048,0.018000000000000002,0.6,61.0,46.0,0
0.006999999999999999,0.07200000000000001,0.002,1.4,59.0,31.0,0
0.006,0.019,0.021,0.3,29.0,10.0,0
0.005,0.026000000000000002,0.013999999999999999,0.4,15.0,12.0,0
0.003,0.034,0.049,0.3,55.0,16.0,0
0.004,0.01,0.052000000000000005,0.2,63.0,15.0,0
0.004,0.023,0.018000000000000002,0.4,38.0,10.0,0
0.003,0.02,0.021,0.5,44.0,985.0,0
0.005,0.037000000000000005,0.027999999999999997,0.6,108.0,82.0,0
0.006999999999999999,0.040999999999999995,0.016,0.8,70.0,40.0,0
0.003,0.03,0.043,0.4,45.0,16.0,0
0.003,0.016,0.055,0.3,26.0,19.0,0
0.004,0.015,0.069,0.3,57.0,28.0,0
0.004,0.061,0.002,1.0,66.0,31.0,0
0.006,0.028999999999999998,0.004,0.5,41.0,23.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.008,0.036000000000000004,0.028999999999999998,0.8,73.0,60.0,0
0.003,0.043,0.009000000000000001,0.5,33.0,24.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.004,0.028999999999999998,0.053,0.6,61.0,32.0,0
0.004,0.027000000000000003,0.021,0.3,34.0,22.0,0
0.002,0.031,0.013000000000000001,0.5,32.0,17.0,0
0.008,0.087,0.002,1.6,69.0,54.0,0
0.003,0.027999999999999997,0.012,0.5,20.0,12.0,0
0.02,0.053,0.002,0.5,29.0,10.0,0
0.005,0.027999999999999997,0.004,0.4,12.0,6.0,0
0.002,0.022000000000000002,0.032,0.3,5.0,1.0,0
0.003,0.037000000000000005,0.006,0.5,33.0,13.0,0
0.003,0.027999999999999997,0.019,0.4,35.0,17.0,0
0.005,0.013999999999999999,0.02,0.3,213.0,35.0,0
0.004,0.044000000000000004,0.002,0.6,32.0,24.0,0
0.004,0.028999999999999998,0.021,0.6,33.0,18.0,0
0.003,0.031,0.006,0.4,22.0,10.0,0
0.004,0.022000000000000002,0.019,0.4,32.0,16.0,0
0.004,0.04,0.01,0.6,32.0,18.0,0
0.003,0.038,0.003,0.7,55.0,26.0,0
0.003,0.049,0.016,0.2,44.0,17.0,0
0.006,0.073,0.015,0.8,91.0,51.0,0
0.001,0.043,0.017,0.6,88.0,36.0,0
0.002,0.006999999999999999,0.027999999999999997,0.3,8.0,2.0,0
0.01,0.031,0.035,0.5,43.0,30.0,0
0.003,0.015,0.034,0.3,26.0,22.0,0
0.005,0.057999999999999996,0.002,0.8,34.0,21.0,0
0.005,0.02,0.053,0.4,30.0,23.0,0
0.004,0.036000000000000004,0.01,0.5,21.0,16.0,0
0.003,0.023,0.009000000000000001,0.6,15.0,5.0,0
0.005,0.025,0.01,0.4,37.0,12.0,0
0.005,0.038,0.028999999999999998,0.5,48.0,30.0,0
0.003,0.039,0.004,0.5,34.0,17.0,0
0.002,0.035,0.004,0.2,17.0,7.0,0
0.006999999999999999,0.02,0.035,0.5,39.0,22.0,0
0.006,0.05,0.005,0.7,51.0,27.0,0
0.004,0.040999999999999995,0.027999999999999997,0.8,58.0,43.0,0
0.005,0.013000000000000001,0.06,0.4,88.0,21.0,0
0.006,0.024,0.026000000000000002,0.4,18.0,11.0,0
0.003,0.02,0.023,0.4,19.0,10.0,0
0.003,0.01,0.045,0.3,16.0,11.0,0
0.006,0.05,0.015,0.5,82.0,27.0,0
0.003,0.021,0.028999999999999998,0.4,26.0,14.0,0
0.005,0.05,0.004,0.6,35.0,28.0,0
0.005,0.013999999999999999,0.023,0.4,36.0,25.0,0
0.006,0.064,0.003,1.2,71.0,42.0,0
0.002,0.019,0.021,0.5,27.0,16.0,0
0.003,0.017,0.02,0.3,28.0,18.0,0
0.002,0.042,0.013000000000000001,0.4,30.0,9.0,0
0.005,0.013000000000000001,0.031,0.2,23.0,18.0,0
0.003,0.008,0.037000000000000005,0.4,13.0,2.0,0
0.005,0.022000000000000002,0.027000000000000003,0.5,46.0,21.0,0
0.003,0.006,0.026000000000000002,0.3,7.0,2.0,0
0.003,0.005,0.018000000000000002,0.2,6.0,2.0,0
0.005,0.011000000000000001,0.026000000000000002,0.5,43.0,4.0,0
0.005,0.046,0.012,0.8,61.0,53.0,0
0.005,0.052000000000000005,0.003,0.7,82.0,48.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.03,0.027000000000000003,0.005,3.2,78.0,93.0,0
0.006,0.039,0.006999999999999999,0.5,67.0,39.0,0
0.005,0.05,0.006,0.7,42.0,28.0,0
0.002,0.015,0.01,0.3,35.0,22.0,0
0.004,0.048,0.002,0.6,37.0,28.0,0
0.002,0.006999999999999999,0.006999999999999999,0.6,9.0,1.0,0
0.004,0.033,0.013000000000000001,0.5,27.0,14.0,0
0.004,0.023,0.024,0.4,22.0,14.0,0
0.006,0.027000000000000003,0.02,0.3,29.0,21.0,0
0.004,0.035,0.005,1.0,59.0,44.0,0
0.003,0.02,0.019,0.2,10.0,13.0,0
0.008,0.05,0.034,1.0,102.0,49.0,0
0.002,0.012,0.035,0.6,34.0,19.0,0
0.006999999999999999,0.006999999999999999,0.013000000000000001,0.3,12.0,5.0,0
0.004,0.05,0.003,0.9,46.0,25.0,0
0.003,0.032,0.013000000000000001,0.5,22.0,15.0,0
0.003,0.006999999999999999,0.044000000000000004,0.3,13.0,4.0,0
0.003,0.023,0.06,0.4,120.0,27.0,0
0.003,0.006,0.034,0.5,31.0,14.0,0
0.002,0.035,0.034,0.5,33.0,15.0,0
0.003,0.028999999999999998,0.005,0.4,12.0,14.0,0
0.002,0.02,0.032,0.3,15.0,9.0,0
0.002,0.047,0.013999999999999999,0.5,27.0,15.0,0
0.003,0.025,0.071,0.3,37.0,12.0,0
0.003,0.06,0.001,0.9,33.0,20.0,0
0.004,0.022000000000000002,0.026000000000000002,0.5,82.0,16.0,0
0.006999999999999999,0.068,0.011000000000000001,1.0,138.0,110.0,0
0.008,0.057999999999999996,0.006,0.8,37.0,29.0,0
0.004,0.012,0.049,0.4,27.0,20.0,0
0.004,0.013000000000000001,0.025,0.3,27.0,13.0,0
0.003,0.047,0.021,0.6,32.0,16.0,0
0.003,0.040999999999999995,0.002,0.7,40.0,26.0,0
0.009000000000000001,0.057999999999999996,0.005,0.9,45.0,32.0,0
0.006,0.013999999999999999,0.018000000000000002,0.6,40.0,33.0,0
0.004,0.013999999999999999,0.021,0.3,34.0,5.0,0
0.004,0.02,0.02,0.5,26.0,14.0,0
0.006999999999999999,0.042,0.08199999999999999,0.7,84.0,63.0,0
0.003,0.038,0.008,0.5,34.0,19.0,0
0.003,0.026000000000000002,0.022000000000000002,0.6,17.0,13.0,0
0.004,0.01,0.03,0.3,22.0,7.0,0
0.006999999999999999,0.02,0.006999999999999999,0.3,26.0,13.0,0
0.002,0.01,0.023,0.3,10.0,6.0,0
0.006,0.012,0.022000000000000002,0.4,70.0,17.0,0
0.003,0.034,0.019,0.9,82.0,56.0,0
0.003,0.025,0.033,0.4,42.0,29.0,0
0.005,0.015,0.031,0.6,16.0,16.0,0
0.006,0.037000000000000005,0.012,0.9,37.0,12.0,0
0.006,0.023,0.098,0.4,50.0,28.0,0
0.003,0.051,0.001,1.0,43.0,37.0,0
0.002,0.026000000000000002,0.008,0.6,13.0,12.0,0
0.002,0.01,0.046,0.3,51.0,10.0,0
0.004,0.065,0.001,1.0,59.0,50.0,0
0.003,0.008,0.069,0.3,19.0,12.0,0
0.005,0.013999999999999999,0.023,0.3,48.0,17.0,0
0.004,0.048,0.002,0.5,31.0,23.0,0
0.003,0.01,0.046,0.2,24.0,13.0,0
0.004,0.024,0.038,0.5,45.0,32.0,0
0.003,0.015,0.038,0.5,36.0,16.0,0
0.005,0.063,0.001,0.9,40.0,32.0,0
0.004,0.039,0.008,0.5,36.0,30.0,0
0.006,0.054000000000000006,0.026000000000000002,0.5,59.0,41.0,0
0.002,0.012,0.02,0.3,16.0,9.0,0
0.003,0.034,0.004,0.4,22.0,5.0,0
0.004,0.025,0.024,0.1,29.0,18.0,0
0.003,0.01,0.07200000000000001,0.3,22.0,17.0,0
0.003,0.040999999999999995,0.006,0.7,49.0,27.0,0
0.003,0.01,0.035,0.3,17.0,11.0,0
0.003,0.001,0.039,0.5,4.0,8.0,0
0.006999999999999999,0.031,0.043,0.4,103.0,39.0,0
0.006,0.073,0.002,0.8,63.0,46.0,0
0.005,0.04,0.009000000000000001,0.5,42.0,19.0,0
0.004,0.006,0.040999999999999995,0.3,14.0,9.0,0
0.005,0.009000000000000001,0.027000000000000003,0.4,42.0,16.0,0
0.004,0.068,0.002,1.1,126.0,91.0,0
0.002,0.018000000000000002,0.043,0.4,43.0,36.0,0
0.003,0.036000000000000004,0.044000000000000004,0.6,35.0,22.0,0
0.005,0.013000000000000001,0.027000000000000003,0.4,31.0,8.0,0
0.004,0.019,0.035,0.2,11.0,6.0,0
0.005,0.05,0.009000000000000001,0.3,48.0,22.0,0
0.005,0.011000000000000001,0.08,0.6,44.0,30.0,0
0.009000000000000001,0.067,0.002,1.2,77.0,54.0,0
0.003,0.047,0.006,0.7,40.0,30.0,0
0.003,0.045,0.027000000000000003,0.8,38.0,21.0,0
0.003,0.052000000000000005,0.013000000000000001,0.7,94.0,61.0,0
0.003,0.012,0.02,0.3,40.0,28.0,0
0.004,0.023,0.035,0.5,29.0,15.0,0
0.003,0.023,0.051,0.3,52.0,34.0,0
0.004,0.027999999999999997,0.022000000000000002,0.5,69.0,50.0,0
0.003,0.035,0.002,1.1,67.0,48.0,0
0.005,0.026000000000000002,0.013000000000000001,0.4,6.0,5.0,0
0.003,0.016,0.054000000000000006,0.3,77.0,16.0,0
0.003,0.031,0.019,0.4,22.0,15.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0
0.005,0.011000000000000001,0.022000000000000002,0.4,21.0,7.0,0
0.005,0.025,0.055999999999999994,0.5,121.0,49.0,0
0.003,0.032,0.04,0.5,22.0,15.0,0
0.008,0.019,0.066,0.1,42.0,28.0,0
0.002,0.03,0.057999999999999996,0.4,46.0,36.0,0
0.006,0.044000000000000004,0.001,0.6,50.0,33.0,0
0.006,0.044000000000000004,0.005,0.6,40.0,24.0,0
0.003,0.015,0.017,0.4,16.0,10.0,0
0.002,0.006999999999999999,0.038,0.5,4.0,1.0,0
0.003,0.047,0.011000000000000001,0.7,71.0,55.0,0
0.004,0.033,0.027000000000000003,0.6,62.0,28.0,0
0.003,0.048,0.002,0.5,57.0,19.0,0
0.006,0.031,0.019,0.5,22.0,13.0,0
0.005,0.016,0.026000000000000002,0.2,36.0,8.0,0
0.004,0.008,0.037000000000000005,0.4,36.0,20.0,0
0.006,0.031,0.069,0.7,96.0,61.0,0
0.003,0.026000000000000002,0.023,0.4,17.0,7.0,0
0.003,0.016,0.048,0.3,27.0,16.0,0
0.005,0.019,0.049,0.4,22.0,19.0,0
0.005,0.049,0.002,0.5,37.0,17.0,0
0.002,0.013999999999999999,0.049,0.5,16.0,7.0,0
0.004,0.013999999999999999,0.034,0.3,38.0,17.0,0
0.004,0.03,0.004,0.6,17.0,6.0,0
0.002,0.017,0.034,0.3,9.0,9.0,0
0.005,0.03,0.021,0.5,52.0,24.0,0
0.006,0.062,0.002,1.0,68.0,36.0,0
0.003,0.017,0.017,0.2,13.0,14.0,0
0.003,0.045,0.002,0.7,45.0,30.0,0
0.003,0.009000000000000001,0.037000000000000005,0.6,17.0,6.0,0
0.004,0.027000000000000003,0.040999999999999995,0.4,29.0,22.0,0
0.006,0.015,0.012,0.4,10.0,3.0,0
0.006,0.064,0.003,0.9,20.0,13.0,0
0.005,0.025,0.027999999999999997,0.3,22.0,14.0,0
0.003,0.024,0.049,0.4,30.0,18.0,0
0.002,0.026000000000000002,0.079,0.3,35.0,21.0,0
0.003,0.021,0.039,0.4,49.0,36.0,0
0.004,0.028999999999999998,0.040999999999999995,0.7,55.0,40.0,0
0.004,0.013999999999999999,0.022000000000000002,0.4,5.0,3.0,0
0.003,0.036000000000000004,0.006,0.5,18.0,13.0,0
0.005,0.02,0.036000000000000004,0.7,60.0,54.0,0
0.006,0.06,0.003,1.0,161.0,113.0,0
0.004,0.055999999999999994,0.02,0.5,93.0,55.0,0
0.003,0.022000000000000002,0.03,0.4,87.0,33.0,0
0.004,0.032,0.026000000000000002,0.5,27.0,15.0,0
0.003,0.036000000000000004,0.013999999999999999,0.5,23.0,15.0,0
0.002,0.02,0.017,0.4,23.0,10.0,0
0.003,0.036000000000000004,0.039,0.8,105.0,80.0,0
0.003,0.033,0.037000000000000005,0.4,26.0,16.0,0
0.003,0.036000000000000004,0.009000000000000001,0.5,20.0,14.0,0
0.002,0.011000000000000001,0.04,0.2,7.0,3.0,0
0.004,0.015,0.032,0.5,26.0,17.0,0
0.004,0.039,0.008,0.7,37.0,20.0,0
0.008,0.054000000000000006,0.024,0.8,94.0,50.0,0
0.004,0.019,0.043,0.5,29.0,20.0,0
0.004,0.019,0.032,0.3,34.0,22.0,0
0.003,0.021,0.026000000000000002,0.3,18.0,8.0,0
0.006,0.033,0.076,0.8,100.0,82.0,0
0.003,0.019,0.021,0.5,38.0,26.0,0
0.005,0.040999999999999995,0.009000000000000001,0.5,80.0,50.0,0
0.003,0.033,0.024,0.3,20.0,3.0,0
0.004,0.017,0.034,0.2,55.0,59.0,0
0.003,0.047,0.005,0.6,13.0,12.0,0
0.009000000000000001,0.07,0.003,1.1,150.0,96.0,0
0.004,0.054000000000000006,0.002,0.7,33.0,16.0,0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0
0.005,0.027000000000000003,0.062,0.4,36.0,29.0,0
0.003,0.018000000000000002,0.040999999999999995,0.3,16.0,7.0,0
0.006,0.067,0.003,1.4,79.0,45.0,0
0.003,0.046,0.009000000000000001,0.4,23.0,14.0,0
0.006,0.022000000000000002,0.019,0.5,32.0,12.0,0
0.006999999999999999,0.016,0.040999999999999995,0.3,29.0,8.0,0
0.003,0.015,0.053,0.2,20.0,9.0,0
0.002,0.031,0.054000000000000006,0.6,66.0,30.0,0
0.003,0.009000000000000001,0.032,0.3,30.0,28.0,0
0.005,0.015,0.053,0.2,41.0,14.0,0
0.004,0.06,0.002,0.4,37.0,18.0,0
0.003,0.016,0.028999999999999998,0.3,20.0,9.0,0
0.004,0.019,0.04,0.6,39.0,26.0,0
0.006999999999999999,0.044000000000000004,0.013000000000000001,0.6,37.0,14.0,0
0.005,0.08,0.003,1.5,87.0,61.0,0
0.004,0.023,0.019,0.5,46.0,30.0,0
0.006999999999999999,0.046,0.024,0.4,58.0,29.0,0
0.004,0.013000000000000001,0.026000000000000002,0.5,10.0,6.0,0
0.003,0.044000000000000004,0.006,0.5,24.0,12.0,0
0.002,0.023,0.027999999999999997,0.4,14.0,6.0,0
0.008,0.012,0.052000000000000005,0.5,26.0,24.0,0
0.004,0.013999999999999999,0.059000000000000004,0.4,56.0,20.0,0
0.006,0.027000000000000003,0.023,0.4,45.0,35.0,0
0.003,0.04,0.018000000000000002,0.4,29.0,17.0,0
0.003,0.033,0.025,0.4,47.0,43.0,0
0.003,0.013000000000000001,0.059000000000000004,0.3,21.0,7.0,0
